english_text,spanish_text
dont hide in there,no te escondas allí dentro
dont leave me here,no me dejes aquí
dont listen to tom,no lo escuchés a tomás
dont listen to her,no la escuches
dont listen to him,no lo escuches
dont make me angry,no me hagas enojar
dont make me laugh,¡no me hagas reír
dont make me laugh,no me hagas reír
dont mess with tom,no te metas con tom
dont open the door,no abra la puerta
dont phone her now,no la llames ahora
dont phone her now,no telefonees a ella ahora
dont put on weight,no engordes
dont put on weight,no subas de peso
dont read my diary,no leas mi diario
dont say that word,no digas esa palabra
dont slam the door,no azote la puerta
dont speak so fast,no hables tan rápido
dont take the bait,no tomes el anzuelo
dont talk nonsense,¡no digas boludeces
dont tell your dad,no se lo digas a tu padre
dont tell your dad,no se lo digáis a vuestro papá
dont touch my bike,no toques mi bicicleta
dont wait too long,no esperes demasiado
dont waste my time,no malgastes mi tiempo
dont waste my time,no desperdicies mi tiempo
dont work too hard,¡no trabajes demasiado
dont work too much,no trabajes demasiado
dont worry so much,no te preocupes tanto
dont you feel cold,¿no sentís frío
dont you feel cold,¿no sientes frío
dont you know that,¿acaso no sabes eso
dont you like fish,¿no te gusta el pescado
dont you love cats,¿no te encantan los gatos
draw a small circle,traza un pequeño círculo
draw a small circle,dibuja un círculo pequeño
dry wood burns well,la madera seca arde bien
dry wood burns well,la madera seca se quema bien
eat more vegetables,come más verduras
eat your vegetables,¡cómanse sus verduras
embrace your dreams,abraza tus sueños
enjoy your holidays,disfrute sus vacaciones
enjoy your vacation,disfruta de tus vacaciones
everybody applauded,todos aplaudieron
everybody applauded,todos estaban aplaudiendo
everybody does that,todo el mundo lo hace
everybody hates tom,todo el mundo odia a tom
everybody knows her,todos la conocen
everybody liked tom,todos querían a tom
everybody likes tom,todos quieren a tom
everybody likes her,ella gusta a todo el mundo
everybody likes her,a todos les gusta ella
everybody likes him,todos lo quieren
everybody likes you,a todos les agradas
everybody loves tom,todo el mundo quiere a tom
everybody loves her,todos la aman
everybody loves her,todo el mundo la quiere
everybody loves him,todos lo aman
everybody needs one,todos necesitan uno
everybody wants tom,nadie quiere a tom
everybodys talking,todos están hablando
everyone has faults,todos tienen defectos
everyone knows that,todos saben eso
everyone likes them,a todos les agradan
everyone was hungry,todos tenían hambre
everyone was hungry,todos estaban hambrientos
everyones laughing,todo el mundo está riéndose
everyone listen up,oigan todos
everything is clear,todo está claro
everything is ready,todo está listo
everything is ready,todo está preparado
everything was easy,todo era fácil
everythings ruined,todo está arruinado
evil sometimes wins,el mal a veces gana
excuse me im lost,perdone me he perdido
few people think so,pocas personas piensan así
fish is cheap today,hoy en día el pescado está barato
forget about it ok,olvídate de eso ¿vale
forget your sorrows,olvidá tus dolores
freedom is not free,la libertad no es gratis
french is difficult,el francés es difícil
gambling is illegal,apostar está prohibido
gambling is illegal,apostar es ilegal
get tom out of here,saca a tom de aquí
get tom to help you,haz que tom te ayude
get a ticket for me,consígueme un tiquete
get away from there,aléjate de allí
get back in the car,regresa al auto
get back in the car,vuelve al auto
get down from there,bájate de ahí
get dressed quickly,vístete rápido
get everyone inside,haz que todos entren
get her out of here,sácala de aquí
get it away from me,aléjenlo de mí
get lost you creep,púdrete mamón
get me an ambulance,tráiganme una ambulancia
get me another beer,tráeme otra cerveza
get me the evidence,tráeme la evidencia
get off my property,fuera de mi propiedad
get out of my house,sal de mi casa
get out of my house,vete de mi casa
get out of my house,abandona esta casa
get out of my sight,sal de mi vista
get used to it tom,acostúmbrate tom
give tom his change,dale a tom su vuelto
give tom my regards,mandale saludos a tomás de mi parte
give him my regards,salúdalo de mi parte
give him my regards,déle recuerdos de mi parte
give him my regards,dale mis saludos
give it back to her,devuélveselo
give it back to him,devuélveselo
give me a cigarette,dame un cigarro
give me a cigarette,dame un cigarrillo
give me a toothpick,dame un palillo
give me back my bag,devuélveme mi bolsa
give me back my bag,devuélveme mi mochila
give me back my bag,devuélveme mi bolso
give me ten minutes,dame diez minutos
give that cat to us,danos ese gato
give them my number,dales mi número
glass breaks easily,el cristal se rompe con facilidad
go and wake mary up,vete a despertar mary
go and wake up mary,ve y despierta a mary
go back to your bed,vuelve a tu cama
go back to your bed,regresen a su cama
go brush your teeth,andá a lavarte los dientes
go brush your teeth,ve a cepillarte los dientes
go brush your teeth,ve a lavarte los dientes
go brush your teeth,andá a cepillarte los dientes
go brush your teeth,váyanse a cepillarse los dientes
go brush your teeth,váyanse a lavar los dientes
go jump in the lake,anda y tírate al lago
go jump in the lake,vete a hacer gárgaras
go to your room now,¡vete a tu habitación ahora mismo
go to your room now,¡vete a tu habitación ya
god is always right,dios siempre tiene la razón
hand in your papers,entrega tus papeles
hand in your papers,entreguen sus hojas
has tom gone insane,¿tom se volvió loco
has he failed again,¿fracasó de nuevo
has he gone already,¿ya se ha ido
has he returned yet,¿él ya volvió
hatred is our enemy,el odio es nuestro enemigo
have a beer with me,tomá una cerveza conmigo
have a good weekend,pasa un buen fin de semana
have a nice holiday,ten unas buenas vacaciones
have a nice weekend,que tengas un buen fin de semana
have a nice weekend,ten un buen fin de semana
have a nice weekend,que tengas un buen fin de semana
have a seat please,tome asiento por favor
have dinner with us,cená con nosotros
have you been there,¿has estado allí
have you watched it,¿lo has visto
he accepted my idea,él aceptó mi idea
he accepted the job,él aceptó el trabajo
he appeared at last,por fin apareció
he asked for a beer,pidió una cerveza
he bought a thimble,él compró un dedal
he bought her a dog,él le compró un perro a ella
he broke the window,él rompió la ventana
he burst into tears,él rompió a llorar
he came home at ten,volvió a casa las diez
he came to my house,él vino a mi casa
he can hardly speak,apenas puede hablar
he can play a flute,sabe tocar la flauta
he cant be trusted,no se puede confiar en él
he cannot sing well,él no sabe cantar bien
he cannot sing well,él no canta bien
he cannot stop them,no puede pararlos
he changed his mind,él cambió de idea
he changed his name,él se cambió el nombre
he chased the thief,él persiguió al ladrón
he climbed mt fuji,él escaló el monte fuji
he comes from genoa,él viene de génova
he comes from wales,él viene de gales
he commited suicide,él se suicidó
he denied that fact,él negó ese hecho
he designed the car,él diseñó el coche
he did it for money,él lo hizo por dinero
he did not want war,él no quería la guerra
he did the opposite,hizo lo contrario
he didnt know that,él no lo sabía
he does not like us,no le gustamos
he entered his room,él entró en su habitación
he entered the room,él entró en la habitación
he failed after all,él fracasó a pesar de todo
he feels very happy,él se siente muy feliz
he felt very lonely,él se sentía muy solo
he flew into a rage,él montó en cólera
he gave a deep sigh,él suspiró profundamente
he gave me an apple,él me dio una manzana
he gave me his word,él me dio su palabra
he gets up at seven,se levanta a las siete
he gets up at seven,él se levanta a las 7
he got on the train,él se subió al tren
he got rich quickly,se enriqueció de repente
he grabbed her hand,él le agarró la mano
he greeted the lady,él saludó a la dama
he had already gone,él ya se había ido
he had fun with her,él se divirtió con ella
he had just arrived,él acababa de llegar
he had just arrived,acababa de llegar
he had one daughter,él tenía una hija
he has a deep voice,él tiene una voz profunda
he has a loud voice,él tiene una voz fuerte
he has a nose bleed,le sangra la nariz
he has a round face,él tiene la cara redonda
he has acted wisely,él ha actuado sabiamente
he has enough money,él tiene suficiente dinero
he has his own room,él tiene su habitación propia
he has little money,él tiene poco dinero
he has ten children,él tiene diez niños
he has two picassos,él tiene dos picassos
he hates air travel,odia viajar en avión
he hates air travel,odia los viajes en avión
he held her tightly,él la sostuvo firmemente
he is a born artist,él es un artista nato
he is a fish dealer,él es un pescadero
he is a good doctor,él es un buen doctor
he is a good fellow,él es un buen compañero
he is a good singer,él es un buen cantante
he is a good writer,él es un buen escritor
he is a jealous man,él es un hombre celoso
he is a kind person,él es una persona amable
he is a naughty boy,él es un niño travieso
he is a rude person,él es una persona grosera
he is always joking,siempre está bromeando
he is an aristocrat,él es un aristócrata
he is at his office,él está en su oficina
he is at home today,él está en casa hoy
he is clever indeed,él es inteligente efectivamente
he is doing penance,está haciendo penitencia
