English,Portuguese
Many lives were lost in the accident.,Muitas vidas foram perdidas no acidente.
The accident threw traffic into great confusion.,O acidente causou uma grande confusão no trânsito.
The accident almost cost him his life.,Este acidente quase custou-lhe a vida.
Put the case in the hands of the police.,Coloque o caso nas mãos da polícia.
The affair is still wrapped in mystery.,O assunto ainda está envolto em mistério.
The event is still fresh in our memory.,O evento ainda está fresco em nossa memória.
There was something weird about the incident.,Havia algo estranho no incidente.
"The fact is, I think, very important.","O fato é, eu acho, muito importante."
Put that in writing.,Coloque isso por escrito.
I must confer with my colleagues on the matter.,Preciso trocar ideias com meus colegas em relação ao assunto.
The game was called off.,O jogo foi cancelado.
The game ended in a draw.,A partida resultou num empate.
"Anyone can participate in the game, no matter what nationality they are.","Qualquer um pode participar do jogo, não importa de que nacionalidade seja."
The poet is not used to speaking in public.,O poeta não está acostumado a falar em público.
Both of the children won a prize.,Ambas crianças ganharam um prêmio.
"The child, with sleepy eyes, was sitting on the bench.","O menino, com olhos sonolentos, estava sentado no banco."
The child does not even know how to add.,A criança não sabe nem mesmo somar.
He was asleep in the bed.,Ele estava dormindo na cama.
"As soon as the child saw his mother, he stopped crying.","Assim que a criança avistou a mãe, parou de chorar."
The boy remained silent.,O rapaz permaneceu em silêncio.
He stood behind his mother.,Ele ficou atrás de sua mãe.
The child was incapable of understanding his father's death.,A criança foi incapaz de entender a morte do pai.
The child was rescued from a burning house.,A criança foi resgatada de uma casa incendiada.
He was suddenly attacked by a mysterious disease.,Ele foi atacado repentinamente por uma misteriosa enfermidade.
The boy complained of a headache.,O rapaz se queixou de uma dor de cabeça.
That boy talks as if he were a grown up.,Este menino fala como se fosse um adulto.
The boy is anxious for a new soccer ball.,O rapaz está ansioso por uma nova bola de futebol.
That child struggled for the prize.,Aquele menino se esforçou muito pelo prêmio.
The boy was not humiliated by the laughter of his classmates.,O garoto não se deixou humilhar pelas gargalhadas dos seus colegas de classe.
The child was almost drowned.,A criança quase se afogou.
The child talks as if he were a man.,O menino fala como se fosse um homem.
The boy did nothing but cry all day long.,O menino não fez nada a não ser chorar o dia todo.
The sisters are both blondes.,Ambas as irmãs são loiras.
The sisters are quite alike.,As irmãs são bem parecidas.
How long will it take to finish the work?,Quanto tempo vai levar para terminar o trabalho?
Do your best to complete the work.,Faça o que puder para completar o trabalho.
He couldn't get the job.,Ele não podia conseguir o emprego.
"If the work is to be completed before June, more people will have to make more effort.","Se o trabalho deve estar terminado antes de junho, mais pessoas terão de se esforçar ainda mais."
"The job looked quite simple, but it took me a week.",O trabalho parecia bastante simples mas me custou uma semana.
I will have finished the work by noon.,Eu terei terminado o trabalho pelo meio dia.
I finished the work yesterday.,Eu terminei o trabalho ontem.
The work is now in progress.,O trabalho está em progresso agora.
The work was very difficult.,O trabalho foi muito difícil.
You cannot be too careful when you do the job.,Você nunca será cuidadoso demais ao fazer este trabalho.
"That job brings him in an extra 60,000 yen a month.",Esse trabalho rende a ele 60.000 ienes extras por mês.
We lost a lot on that job.,Perdemos bastante naquele trabalho.
"Not that I dislike that job, but that I have no time to do it.","Não é que eu não goste do trabalho, mas eu não tenho tempo para fazê-lo."
There is only one pass over the mountain.,Só há uma passagem pela montanha.
The mountain is covered with snow.,A montanha está coberta de neve.
The mountain is famous in myth and legend.,A montanha é famosa em mitos e lendas.
The top of the mountain is always covered with snow.,O topo da montanha está sempre coberto por neve.
The plate is made of plastic.,O prato é feito de plástico.
I decided to subscribe to the magazine.,Eu decidi assinar a revista.
The murderer was finally caught last night.,"O assassino foi, finalmente, pego noite passada."
The murder case may bear a relation to his sudden death.,O caso de assassinato pode ter relação com sua morte súbita.
The scene of the murder was too terrible to describe.,A cena do assassinato era terrível demais para ser descrita.
That writer is well known all over the world.,Esse escritor é bem conhecido no mundo todo.
The author described the murder case vividly.,O autor descreveu o assassinato distintivamente.
How long ago did the author die?,Faz quanto tempo que o autor morreu?
The author translated the fairy tale into our mother tongue.,O autor traduziu o conto de fadas para nossa língua materna.
The recipe serves six people.,A receita é para seis pessoas.
The damage of the disaster has been enormous.,O estrago do desastre foi enorme.
That dark coat does not match her dark skin.,Esse casaco escuro não combina com a pele escura dela.
Introducing democratic ideas into that country will be a slow process.,Introduzir ideias democráticas naquele país será um processo lento.
The country is abundant in natural resources.,O país é abundante em recursos naturais.
The country is rich in natural resources.,O país é rico em recursos naturais.
That country has natural resources.,Aquele país tem recursos naturais.
That country is rich in mineral resources.,O país é rico em recursos minerais.
The country is famous for the rapid growth of its economy.,O país é famoso pelo rápido crescimento de sua economia.
The country is well on the way to industrialization.,O país segue bem no caminho da industrialização.
Parts of the country are so dry as to be almost desert.,Partes do país estão tão secas como já quase um deserto.
The country's economy has developed making use of its rich national resources.,A economia do país desenvolveu-se fazendo uso de seus ricos recursos nacionais.
The speaker was so well-known as to need no introduction.,O palestrante é tão bem conhecido que dispensa apresentações.
I regret missing the speech.,Eu me arrependo de ter perdido o discurso.
And will not come into the light for fear that his deeds will be exposed.,E não virá à tona com medo de que seus atos sejam expostos.
The aviation expert analyzed the statistics in detail.,O especialista em aviação analisou as estatísticas em detalhes.
The idea is very attractive.,A ideia é muito atraente.
The idea seemed absurd at first.,"À primeira vista, a ideia parecia absurda."
The idea never came into my head.,A ideia numa me passou pela cabeça.
The idea is still in my mind.,A ideia ainda está em minha mente.
The idea is not bad.,A ideia não é ruim.
The idea formed in his mind.,A ideia se formou na sua cabeça.
The flood was the greatest disaster they had ever had.,A inundação foi o maior desastre que eles já tiveram.
The factory waste gave rise to serious environmental pollution.,O lixo da fábrica ocasionou sérios problemas ambientais.
The duke holds a lot of land.,O duque possui muitas terras.
The park was built for the benefit of the public.,O parque foi construído para benefício das pessoas.
The beauty of the scene was beyond description.,A beleza da cena não podia ser descrita.
The scenery was beautiful beyond description.,O cenário era indescritivelmente belo.
The sight arrested my attention.,A vista prendeu a minha atenção.
